id,voucher_id,customer_id,sale_order_id,applied_value,created_at,created_by,updated_at,updated_by,deleted
1967119897469260094,1967119892951994387,1967119892855525387,SO20250630000020,100000,2025-06-30 20:28:04,1967119892956188680,2025-06-30 20:42:04,1967119892956188684,False
1967119897473454080,1967119892956188674,1967119892863913987,SO20250701000023,50000,2025-07-01 01:47:04,1967119892956188683,2025-07-01 01:52:04,1967119892956188683,False
1967119897473454081,1967119892956188674,1967119892922634240,SO20250702000040,50000,2025-07-02 13:49:04,1967119892956188679,2025-07-02 13:51:04,1967119892956188681,False
1967119897473454082,1967119892951994382,1967119892889079808,SO20250704000058,100000,2025-07-04 05:43:04,1967119892956188683,2025-07-04 05:49:04,1967119892956188684,False
1967119897473454083,1967119892951994382,1967119892935217161,SO20250704000064,58761,2025-07-04 12:09:04,1967119892956188679,2025-07-04 12:17:04,1967119892956188680,False
1967119897473454084,1967119892951994382,1967119892838748361,SO20250704000065,100000,2025-07-04 14:52:04,1967119892956188682,2025-07-04 15:01:04,1967119892956188680,False
1967119897473454085,1967119892951994385,1967119892838748345,SO20250704000074,100000,2025-07-04 22:09:04,1967119892956188680,2025-07-04 22:24:04,1967119892956188684,False
1967119897473454086,1967119892951994382,1967119892838748343,SO20250705000081,54682,2025-07-05 15:21:04,1967119892956188682,2025-07-05 15:35:04,1967119892956188684,False
1967119897473454087,1967119892956188677,1967119892918439937,SO20250705000083,100000,2025-07-05 22:55:04,1967119892956188681,2025-07-05 22:56:04,1967119892956188678,False
1967119897477648384,1967119892956188677,1967119892872302604,SO20250705000088,100000,2025-07-05 14:03:04,1967119892956188679,2025-07-05 14:05:04,1967119892956188679,False
1967119897477648385,1967119892951994385,1967119892838748368,SO20250705000097,100000,2025-07-05 16:35:04,1967119892956188685,2025-07-05 16:36:04,1967119892956188681,False
1967119897477648386,1967119892951994385,1967119892943605789,SO20250705000098,34766,2025-07-05 20:10:04,1967119892956188678,2025-07-05 20:19:04,1967119892956188684,False
1967119897477648387,1967119892956188677,1967119892838748361,SO20250706000104,100000,2025-07-06 15:53:04,1967119892956188678,2025-07-06 16:04:04,1967119892956188678,False
1967119897477648388,1967119892951994383,1967119892868108304,SO20250706000108,141185,2025-07-06 08:05:04,1967119892956188680,2025-07-06 08:11:04,1967119892956188685,False
1967119897477648389,1967119892951994383,1967119892838748333,SO20250707000114,44622,2025-07-07 14:44:04,1967119892956188681,2025-07-07 14:50:04,1967119892956188682,False
1967119897477648390,1967119892951994383,1967119892851331072,SO20250707000115,109973,2025-07-07 10:09:04,1967119892956188685,2025-07-07 10:23:04,1967119892956188685,False
1967119897481842688,1967119892951994387,1967119892884885507,SO20250708000118,100000,2025-07-08 03:42:04,1967119892956188683,2025-07-08 03:51:04,1967119892956188685,False
1967119897481842689,1967119892951994385,1967119892838748368,SO20250708000122,71787,2025-07-08 13:04:04,1967119892956188682,2025-07-08 13:14:04,1967119892956188678,False
1967119897481842690,1967119892951994385,1967119892947800081,SO20250708000125,100000,2025-07-08 08:02:04,1967119892956188681,2025-07-08 08:04:04,1967119892956188683,False
1967119897481842691,1967119892951994385,1967119892851331084,SO20250710000139,13236,2025-07-10 10:30:04,1967119892956188683,2025-07-10 10:38:04,1967119892956188681,False
1967119897481842692,1967119892951994385,1967119892901662734,SO20250711000147,100000,2025-07-11 02:07:04,1967119892956188682,2025-07-11 02:15:04,1967119892956188683,False
1967119897481842693,1967119892951994385,1967119892859719691,SO20250712000172,59278,2025-07-12 10:16:04,1967119892956188682,2025-07-12 10:23:04,1967119892956188684,False
1967119897481842694,1967119892951994387,1967119892872302598,SO20250712000173,17467,2025-07-12 19:58:04,1967119892956188679,2025-07-12 20:05:04,1967119892956188680,False
1967119897481842695,1967119892951994386,1967119892838748344,SO20250713000189,100000,2025-07-13 03:41:04,1967119892956188681,2025-07-13 03:42:04,1967119892956188685,False
1967119897486036992,1967119892951994387,1967119892910051344,SO20250713000191,23798,2025-07-13 14:00:04,1967119892956188679,2025-07-13 14:02:04,1967119892956188684,False
1967119897486036993,1967119892951994385,1967119892838748343,SO20250713000198,100000,2025-07-13 08:09:04,1967119892956188680,2025-07-13 08:23:04,1967119892956188679,False
1967119897486036994,1967119892951994386,1967119892914245637,SO20250713000199,100000,2025-07-13 09:38:04,1967119892956188678,2025-07-13 09:46:04,1967119892956188680,False
1967119897486036995,1967119892951994386,1967119892880691207,SO20250716000223,100000,2025-07-16 07:20:04,1967119892956188683,2025-07-16 07:35:04,1967119892956188683,False
1967119897486036996,1967119892951994386,1967119892851331089,SO20250716000226,100000,2025-07-16 20:22:04,1967119892956188681,2025-07-16 20:29:04,1967119892956188680,False
1967119897486036997,1967119892951994385,1967119892897468430,SO20250717000234,18062,2025-07-17 20:40:04,1967119892956188684,2025-07-17 20:54:04,1967119892956188685,False
1967119897486036998,1967119892951994387,1967119892893274131,SO20250717000240,100000,2025-07-17 02:46:04,1967119892956188685,2025-07-17 03:00:04,1967119892956188685,False
1967119897486036999,1967119892951994385,1967119892905857025,SO20250718000252,100000,2025-07-18 12:47:04,1967119892956188684,2025-07-18 13:02:04,1967119892956188685,False
1967119897486037000,1967119892951994385,1967119892922634243,SO20250718000261,8611,2025-07-18 19:08:04,1967119892956188685,2025-07-18 19:19:04,1967119892956188685,False
1967119897490231296,1967119892956188677,1967119892872302605,SO20250719000284,100000,2025-07-19 10:03:04,1967119892956188678,2025-07-19 10:16:04,1967119892956188680,False
1967119897490231297,1967119892951994383,1967119892838748351,SO20250720000290,150000,2025-07-20 04:59:04,1967119892956188681,2025-07-20 05:00:04,1967119892956188678,False
1967119897490231298,1967119892951994387,1967119892851331074,SO20250720000291,100000,2025-07-20 19:40:04,1967119892956188679,2025-07-20 19:50:04,1967119892956188685,False
1967119897490231299,1967119892956188677,1967119892838748336,SO20250720000292,100000,2025-07-20 08:34:04,1967119892956188681,2025-07-20 08:48:04,1967119892956188684,False
1967119897494425600,1967119892956188677,1967119892838748336,SO20250720000293,100000,2025-07-20 14:57:04,1967119892956188680,2025-07-20 15:10:04,1967119892956188681,False
1967119897494425601,1967119892951994387,1967119892838748345,SO20250723000310,100000,2025-07-23 14:10:04,1967119892956188681,2025-07-23 14:11:04,1967119892956188678,False
1967119897494425602,1967119892951994386,1967119892838748370,SO20250723000313,100000,2025-07-23 18:14:04,1967119892956188684,2025-07-23 18:26:04,1967119892956188685,False
1967119897494425603,1967119892951994386,1967119892943605775,SO20250724000318,15922,2025-07-24 03:19:04,1967119892956188681,2025-07-24 03:34:04,1967119892956188680,False
1967119897494425604,1967119892956188677,1967119892838748348,SO20250725000329,100000,2025-07-25 06:01:04,1967119892956188684,2025-07-25 06:14:04,1967119892956188685,False
1967119897494425605,1967119892951994385,1967119892914245640,SO20250725000331,100000,2025-07-25 14:08:04,1967119892956188682,2025-07-25 14:11:04,1967119892956188682,False
1967119897498619904,1967119892951994381,1967119892859719681,SO20250725000334,200000,2025-07-25 13:26:04,1967119892956188682,2025-07-25 13:30:04,1967119892956188679,False
1967119897498619905,1967119892951994385,1967119892838748362,SO20250726000346,100000,2025-07-26 07:01:04,1967119892956188678,2025-07-26 07:09:04,1967119892956188678,False
1967119897498619906,1967119892951994384,1967119892859719684,SO20250726000355,70183,2025-07-26 21:34:04,1967119892956188685,2025-07-26 21:38:04,1967119892956188681,False
1967119897498619907,1967119892951994385,1967119892838748352,SO20250730000389,100000,2025-07-30 08:41:04,1967119892956188681,2025-07-30 08:47:04,1967119892956188680,False
1967119897498619908,1967119892951994384,1967119892918439955,SO20250730000390,45766,2025-07-30 15:41:04,1967119892956188678,2025-07-30 15:46:04,1967119892956188682,False
1967119897502814208,1967119892951994384,1967119892838748354,SO20250731000399,93332,2025-07-31 15:05:04,1967119892956188683,2025-07-31 15:20:04,1967119892956188678,False
1967119897502814209,1967119892956188677,1967119892855525395,SO20250801000411,100000,2025-08-01 09:38:04,1967119892956188685,2025-08-01 09:40:04,1967119892956188685,False
1967119897502814210,1967119892956188673,1967119892901662722,SO20250801000419,80000,2025-08-01 16:16:04,1967119892956188684,2025-08-01 16:24:04,1967119892956188683,False
1967119897502814211,1967119892951994384,1967119892910051330,SO20250802000437,150000,2025-08-02 04:01:04,1967119892956188681,2025-08-02 04:08:04,1967119892956188684,False
1967119897502814212,1967119892951994384,1967119892838748363,SO20250802000447,150000,2025-08-02 18:03:04,1967119892956188680,2025-08-02 18:11:04,1967119892956188678,False
1967119897507008512,1967119892956188673,1967119892880691204,SO20250804000459,6610,2025-08-04 13:38:04,1967119892956188678,2025-08-04 13:40:04,1967119892956188678,False
1967119897507008513,1967119892956188673,1967119892910051329,SO20250805000469,21720,2025-08-05 08:45:04,1967119892956188679,2025-08-05 08:46:04,1967119892956188684,False
1967119897507008514,1967119892956188673,1967119892838748344,SO20250805000471,80000,2025-08-05 21:55:04,1967119892956188683,2025-08-05 21:58:04,1967119892956188678,False
1967119897507008515,1967119892951994381,1967119892838748326,SO20250805000476,115885,2025-08-05 11:55:04,1967119892956188679,2025-08-05 12:08:04,1967119892956188681,False
1967119897507008516,1967119892951994381,1967119892905857040,SO20250807000488,155368,2025-08-07 16:56:04,1967119892956188679,2025-08-07 17:02:04,1967119892956188683,False
1967119897507008517,1967119892951994381,1967119892838748367,SO20250808000498,117149,2025-08-08 15:59:04,1967119892956188684,2025-08-08 16:01:04,1967119892956188678,False
1967119897507008518,1967119892951994381,1967119892838748340,SO20250808000499,105973,2025-08-08 14:17:04,1967119892956188685,2025-08-08 14:32:04,1967119892956188680,False
1967119897511202816,1967119892951994384,1967119892910051348,SO20250808000514,62810,2025-08-08 13:13:04,1967119892956188681,2025-08-08 13:19:04,1967119892956188679,False
1967119897511202817,1967119892951994381,1967119892901662733,SO20250808000515,9875,2025-08-08 05:50:04,1967119892956188681,2025-08-08 05:58:04,1967119892956188679,False
1967119897511202818,1967119892951994384,1967119892943605786,SO20250808000516,25967,2025-08-08 08:50:04,1967119892956188683,2025-08-08 09:03:04,1967119892956188678,False
1967119897511202819,1967119892951994384,1967119892855525378,SO20250808000518,150000,2025-08-08 05:05:04,1967119892956188682,2025-08-08 05:14:04,1967119892956188683,False
1967119897511202820,1967119892951994381,1967119892838748345,SO20250809000530,200000,2025-08-09 21:59:04,1967119892956188682,2025-08-09 22:14:04,1967119892956188678,False
1967119897515397120,1967119892951994384,1967119892939411469,SO20250809000531,3807,2025-08-09 14:38:04,1967119892956188678,2025-08-09 14:47:04,1967119892956188685,False
1967119897515397121,1967119892951994384,1967119892868108290,SO20250810000536,58022,2025-08-10 20:08:04,1967119892956188684,2025-08-10 20:09:04,1967119892956188678,False
1967119897515397122,1967119892951994384,1967119892855525385,SO20250810000548,150000,2025-08-10 09:26:04,1967119892956188684,2025-08-10 09:36:04,1967119892956188685,False
1967119897515397123,1967119892951994384,1967119892838748327,SO20250811000549,150000,2025-08-11 21:52:04,1967119892956188685,2025-08-11 21:58:04,1967119892956188678,False
1967119897519591424,1967119892951994381,1967119892838748344,SO20250811000550,187857,2025-08-11 13:29:04,1967119892956188680,2025-08-11 13:43:04,1967119892956188685,False
1967119897519591425,1967119892951994384,1967119892914245637,SO20250811000552,22780,2025-08-11 03:41:04,1967119892956188684,2025-08-11 03:47:04,1967119892956188683,False
1967119897519591426,1967119892951994381,1967119892863913985,SO20250813000570,200000,2025-08-13 05:04:04,1967119892956188680,2025-08-13 05:11:04,1967119892956188684,False
1967119897519591427,1967119892951994388,1967119892838748336,SO20250814000579,154512,2025-08-14 08:11:04,1967119892956188678,2025-08-14 08:18:04,1967119892956188680,False
1967119897519591428,1967119892951994384,1967119892838748339,SO20250815000596,39141,2025-08-15 16:16:04,1967119892956188682,2025-08-15 16:30:04,1967119892956188683,False
1967119897519591429,1967119892956188676,1967119892868108302,SO20250815000602,50000,2025-08-15 15:40:04,1967119892956188685,2025-08-15 15:52:04,1967119892956188685,False
1967119897519591430,1967119892951994384,1967119892838748371,SO20250815000605,138824,2025-08-15 02:53:04,1967119892956188679,2025-08-15 02:54:04,1967119892956188678,False
1967119897523785728,1967119892956188676,1967119892838748336,SO20250815000607,50000,2025-08-15 03:55:04,1967119892956188684,2025-08-15 04:10:04,1967119892956188680,False
1967119897523785729,1967119892951994384,1967119892838748347,SO20250815000608,150000,2025-08-15 20:37:04,1967119892956188685,2025-08-15 20:45:04,1967119892956188683,False
1967119897523785730,1967119892956188676,1967119892838748358,SO20250816000622,50000,2025-08-16 20:16:04,1967119892956188679,2025-08-16 20:27:04,1967119892956188680,False
1967119897523785731,1967119892951994381,1967119892838748323,SO20250816000630,200000,2025-08-16 21:39:04,1967119892956188684,2025-08-16 21:51:04,1967119892956188680,False
1967119897523785732,1967119892956188676,1967119892918439941,SO20250816000635,50000,2025-08-16 13:18:04,1967119892956188679,2025-08-16 13:22:04,1967119892956188680,False
1967119897527980032,1967119892951994384,1967119892889079812,SO20250817000650,58491,2025-08-17 18:20:04,1967119892956188685,2025-08-17 18:35:04,1967119892956188685,False
1967119897527980033,1967119892951994384,1967119892868108301,SO20250819000676,150000,2025-08-19 20:12:04,1967119892956188682,2025-08-19 20:24:04,1967119892956188683,False
1967119897527980034,1967119892951994384,1967119892893274112,SO20250820000683,19201,2025-08-20 05:00:04,1967119892956188682,2025-08-20 05:15:04,1967119892956188684,False
1967119897527980035,1967119892956188676,1967119892838748331,SO20250821000700,50000,2025-08-21 18:30:04,1967119892956188682,2025-08-21 18:39:04,1967119892956188678,False
1967119897532174336,1967119892951994381,1967119892872302594,SO20250822000714,111214,2025-08-22 19:03:04,1967119892956188682,2025-08-22 19:13:04,1967119892956188680,False
1967119897532174337,1967119892951994384,1967119892905857030,SO20250822000721,150000,2025-08-22 18:32:04,1967119892956188679,2025-08-22 18:42:04,1967119892956188685,False
1967119897532174338,1967119892956188676,1967119892851331084,SO20250823000731,50000,2025-08-23 12:52:04,1967119892956188685,2025-08-23 12:53:04,1967119892956188685,False
1967119897536368640,1967119892951994381,1967119892838748349,SO20250823000740,200000,2025-08-23 21:52:04,1967119892956188684,2025-08-23 22:01:04,1967119892956188683,False
1967119897536368641,1967119892951994388,1967119892838748362,SO20250824000744,500000,2025-08-24 04:09:04,1967119892956188680,2025-08-24 04:16:04,1967119892956188678,False
1967119897536368642,1967119892951994388,1967119892838748351,SO20250824000746,245049,2025-08-24 19:08:04,1967119892956188681,2025-08-24 19:18:04,1967119892956188684,False
1967119897540562944,1967119892956188676,1967119892838748347,SO20250825000753,50000,2025-08-25 04:59:04,1967119892956188680,2025-08-25 05:03:04,1967119892956188680,False
1967119897540562945,1967119892951994393,1967119892838748330,SO20250827000777,36312,2025-08-27 20:39:04,1967119892956188683,2025-08-27 20:43:04,1967119892956188683,False
1967119897540562946,1967119892951994384,1967119892872302600,SO20250829000790,15119,2025-08-29 20:04:04,1967119892956188679,2025-08-29 20:11:04,1967119892956188678,False
1967119897540562947,1967119892951994384,1967119892914245635,SO20250829000799,49939,2025-08-29 05:33:04,1967119892956188685,2025-08-29 05:40:04,1967119892956188685,False
1967119897540562948,1967119892956188676,1967119892838748336,SO20250830000806,50000,2025-08-30 04:07:04,1967119892956188682,2025-08-30 04:20:04,1967119892956188682,False
1967119897540562949,1967119892951994381,1967119892922634245,SO20250830000819,46903,2025-08-30 14:23:04,1967119892956188680,2025-08-30 14:30:04,1967119892956188682,False
1967119897540562950,1967119892951994384,1967119892901662739,SO20250831000821,73862,2025-08-31 06:04:04,1967119892956188682,2025-08-31 06:10:04,1967119892956188683,False
1967119897544757248,1967119892956188676,1967119892838748323,SO20250831000836,50000,2025-08-31 21:29:04,1967119892956188678,2025-08-31 21:40:04,1967119892956188683,False
1967119897544757249,1967119892956188676,1967119892859719695,SO20250901000839,50000,2025-09-01 13:53:04,1967119892956188679,2025-09-01 13:54:04,1967119892956188682,False
1967119897544757250,1967119892956188676,1967119892905857040,SO20250902000853,50000,2025-09-02 14:15:04,1967119892956188682,2025-09-02 14:24:04,1967119892956188685,False
1967119897548951552,1967119892951994384,1967119892943605762,SO20250904000869,150000,2025-09-04 08:15:04,1967119892956188678,2025-09-04 08:30:04,1967119892956188683,False
1967119897548951553,1967119892951994384,1967119892893274122,SO20250904000870,32654,2025-09-04 07:38:04,1967119892956188683,2025-09-04 07:50:04,1967119892956188685,False
