id,transfer_id,batch_stock_id,qty_requested,qty_transfered,created_at,created_by,updated_at,updated_by,deleted
1967119897569923094,1967119897565728769,1967119892838748183,30,30,2025-08-19 16:29:56,1967119892956188680,2025-08-20 23:29:56,1967119892956188679,False
1967119897569923095,1967119897565728770,1967119892838748259,17,17,2025-07-15 15:07:49,1967119892956188678,2025-07-18 12:07:49,1967119892956188679,False
1967119897569923096,1967119897565728771,1967119892838748267,44,44,2025-07-21 21:43:32,1967119892956188678,2025-07-22 11:43:32,1967119892956188680,False
1967119897569923097,1967119897565728771,1967119892838748185,38,38,2025-07-21 21:43:32,1967119892956188678,2025-07-22 11:43:32,1967119892956188680,False
1967119897569923098,1967119897565728771,1967119892830359558,27,27,2025-07-21 21:43:32,1967119892956188678,2025-07-22 11:43:32,1967119892956188680,False
1967119897569923099,1967119897569923072,1967119892838748260,17,17,2025-08-03 12:44:55,1967119892956188681,2025-08-03 21:44:55,1967119892956188684,False
1967119897569923100,1967119897569923072,1967119892834553932,21,21,2025-08-03 12:44:55,1967119892956188681,2025-08-03 21:44:55,1967119892956188684,False
1967119897569923101,1967119897569923072,1967119892830359599,32,32,2025-08-03 12:44:55,1967119892956188681,2025-08-03 21:44:55,1967119892956188684,False
1967119897569923102,1967119897569923073,1967119892838748271,12,12,2025-08-28 16:10:49,1967119892956188681,2025-08-29 04:10:49,1967119892956188681,False
1967119897569923103,1967119897569923074,1967119892838748272,42,12,2025-09-08 09:48:58,1967119892956188679,2025-09-09 02:48:58,1967119892956188685,False
1967119897569923104,1967119897569923074,1967119892838748305,42,16,2025-09-08 09:48:58,1967119892956188679,2025-09-09 02:48:58,1967119892956188685,False
1967119897569923105,1967119897569923074,1967119892830359585,37,23,2025-09-08 09:48:58,1967119892956188679,2025-09-09 02:48:58,1967119892956188685,False
1967119897569923106,1967119897569923075,1967119892838748291,9,9,2025-09-05 12:57:07,1967119892956188681,2025-09-06 10:57:07,1967119892956188679,False
1967119897569923107,1967119897569923075,1967119892830359614,49,49,2025-09-05 12:57:07,1967119892956188681,2025-09-06 10:57:07,1967119892956188679,False
1967119897569923108,1967119897569923075,1967119892834553915,5,5,2025-09-05 12:57:07,1967119892956188681,2025-09-06 10:57:07,1967119892956188679,False
1967119897569923109,1967119897569923075,1967119892838748276,9,9,2025-09-05 12:57:07,1967119892956188681,2025-09-06 10:57:07,1967119892956188679,False
1967119897574117376,1967119897569923076,1967119892838748252,22,22,2025-08-06 14:58:32,1967119892956188679,2025-08-09 07:58:32,1967119892956188678,False
1967119897574117377,1967119897569923077,1967119892838748224,5,5,2025-08-12 09:21:18,1967119892956188681,2025-08-13 17:21:18,1967119892956188678,False
1967119897574117378,1967119897569923077,1967119892838748235,19,19,2025-08-12 09:21:18,1967119892956188681,2025-08-13 17:21:18,1967119892956188678,False
1967119897574117379,1967119897569923078,1967119892838748183,13,13,2025-08-18 17:42:09,1967119892956188682,2025-08-21 00:42:09,1967119892956188682,False
1967119897574117380,1967119897569923078,1967119892838748282,47,47,2025-08-18 17:42:09,1967119892956188682,2025-08-21 00:42:09,1967119892956188682,False
1967119897574117381,1967119897569923078,1967119892830359582,42,42,2025-08-18 17:42:09,1967119892956188682,2025-08-21 00:42:09,1967119892956188682,False
1967119897574117382,1967119897569923078,1967119892838748217,44,44,2025-08-18 17:42:09,1967119892956188682,2025-08-21 00:42:09,1967119892956188682,False
1967119897574117383,1967119897569923079,1967119892834553891,37,37,2025-08-17 01:03:05,1967119892956188678,2025-08-17 13:03:05,1967119892956188678,False
1967119897574117384,1967119897569923080,1967119892830359566,30,30,2025-07-30 23:14:43,1967119892956188678,2025-08-02 08:14:43,1967119892956188685,False
1967119897574117385,1967119897569923080,1967119892834553900,17,17,2025-07-30 23:14:43,1967119892956188678,2025-08-02 08:14:43,1967119892956188685,False
1967119897574117386,1967119897569923081,1967119892834553879,49,49,2025-08-26 22:04:53,1967119892956188679,2025-08-28 16:04:53,1967119892956188682,False
1967119897574117387,1967119897569923081,1967119892838748181,8,8,2025-08-26 22:04:53,1967119892956188679,2025-08-28 16:04:53,1967119892956188682,False
1967119897574117388,1967119897569923082,1967119892834553874,46,46,2025-08-28 09:47:13,1967119892956188681,2025-08-28 21:47:13,1967119892956188680,False
1967119897574117389,1967119897569923082,1967119892838748319,29,29,2025-08-28 09:47:13,1967119892956188681,2025-08-28 21:47:13,1967119892956188680,False
1967119897574117390,1967119897569923082,1967119892838748309,31,31,2025-08-28 09:47:13,1967119892956188681,2025-08-28 21:47:13,1967119892956188680,False
1967119897574117391,1967119897569923082,1967119892838748275,7,7,2025-08-28 09:47:13,1967119892956188681,2025-08-28 21:47:13,1967119892956188680,False
1967119897574117392,1967119897569923083,1967119892830359558,25,0,2025-08-04 19:53:58,1967119892956188683,2025-08-06 03:53:58,1967119892956188678,False
1967119897574117393,1967119897569923083,1967119892838748283,7,0,2025-08-04 19:53:58,1967119892956188683,2025-08-06 03:53:58,1967119892956188678,False
1967119897574117394,1967119897569923083,1967119892834553897,25,0,2025-08-04 19:53:58,1967119892956188683,2025-08-06 03:53:58,1967119892956188678,False
1967119897574117395,1967119897569923083,1967119892834553915,46,0,2025-08-04 19:53:58,1967119892956188683,2025-08-06 03:53:58,1967119892956188678,False
1967119897574117396,1967119897569923084,1967119892830359567,12,12,2025-08-14 17:18:09,1967119892956188679,2025-08-15 21:18:09,1967119892956188685,False
